;TransportID;ContainerID;ContainerType;Forwarder;TruckingTimeStart;GroundHandler1;Airport1;GroundHandler2;Airport2;GroundHandler3;Airport3;GroundHandler4;Airport4;GroundHandler5;Airport5;TruckingTimeEnd;full_timestamp_flag
2024;7801;000-10203;770C;Jet Trans Innsbruck;2016-08-15 16:00:00;;;;;;;;;;;2016-08-17 08:00:00;True
2025;7801;000-10206;770C;Jet Trans Innsbruck;2016-08-15 16:00:00;;;;;;;;;;;2016-08-17 08:00:00;True
2026;7801;000-10238;770C;Jet Trans Innsbruck;2016-08-15 16:00:00;;;;;;;;;;;2016-08-17 08:00:00;True
2027;7804;012-10007;1500CRT;Airpharm SA;2016-08-08 08:00:00;;;;;;;;;;;2016-08-08 14:00:00;True
2028;7804;012-10009;1500CRT;Airpharm SA;2016-08-08 08:00:00;;;;;;;;;;;2016-08-08 14:00:00;True
2029;7804;012-10010;1500CRT;Airpharm SA;2016-08-08 08:00:00;;;;;;;;;;;2016-08-08 14:00:00;True
2030;7804;012-10011;1500CRT;Airpharm SA;2016-08-08 08:00:00;;;;;;;;;;;2016-08-08 14:00:00;True
2031;7804;012-10008;1500CRT;Airpharm SA;2016-08-08 08:00:00;;;;;;;;;;;2016-08-08 14:00:00;True
2032;7806;000-10659;770C;Ocasa;2016-08-19 16:00:00;;;;;;;;;;;2016-08-19 20:00:00;True
2033;7808;012-10005;1500CRT;Courier Factory;2016-02-08 08:00:00;;;;;;;;;;;2016-03-08 08:00:00;True
2034;7809;012-10005;1500CRT;Courier Factory;2016-04-08 06:00:00;;;;;;;;;;;2016-05-08 08:00:00;True
2035;7810;011-10001;1500C;Yusen Logistics;2016-08-08 09:00:00;;;;;;;;;;;2016-09-08 08:00:00;True
2036;7811;011-10001;1500C;El Al;2016-09-08 19:00:00;;;;;;;;;;;2016-10-08 07:00:00;True
2037;7813;002-10002;770CRT;Courier Factory;2016-08-16 16:00:00;;;;;;;;;;;2016-08-22 16:00:00;True
2038;7814;002-10002;770CRT;Courier Factory;2016-08-22 21:00:00;;;;;;;;;;;2016-08-24 07:00:00;True
2039;7815;012-10005;1500CRT;Lamprecht Pharma Logistics;2016-08-26 15:00:00;;;;;;;;;;;;True
2040;7815;012-10005;1500CRT;Lamprecht Pharma Logistics;2016-08-26 15:00:00;;;;;;;;;;;;True
2041;7815;012-10010;1500CRT;Lamprecht Pharma Logistics;2016-08-26 15:00:00;;;;;;;;;;;;True
2042;7815;012-10010;1500CRT;Lamprecht Pharma Logistics;2016-08-26 15:00:00;;;;;;;;;;;;True
2043;7817;012-10005;1500CRT;Lamprecht Pharma Logistics;2016-08-29 20:00:00;;;;;;;;;;;;True
2044;7817;012-10010;1500CRT;Lamprecht Pharma Logistics;2016-08-29 20:00:00;;;;;;;;;;;;True
2045;7818;012-10002;1500CRT;Courier Factory;2016-01-09 08:00:00;;;;;;;;;;;;True
2046;7818;012-10002;1500CRT;Courier Factory;2016-01-09 08:00:00;;;;;;;;;;;;True
2047;7820;000-10283;770C;Courier Factory;2016-02-09 10:00:00;;;;;;;;;;;;True
2048;7820;000-10283;770C;Courier Factory;2016-02-09 10:00:00;;;;;;;;;;;;True
2049;7822;011-10086;1500C;Bischof;2016-05-09 08:00:00;;;;;;;;;;;;True
2050;7823;011-10088;1500C;Jet Trans Innsbruck;2016-08-26 10:00:00;;;;;;;;;;;;True
2051;7823;011-10088;1500C;Jet Trans Innsbruck;2016-08-26 10:00:00;;;;;;;;;;;;True
2052;7828;012-10005;1500CRT;ACL;2016-01-09 10:00:00;;;;;;;;;;;;True
2053;7828;012-10010;1500CRT;ACL;2016-01-09 10:00:00;;;;;;;;;;;;True
2054;7831;011-10012;1500C;Yusen Logistics;2016-08-31 08:00:00;;;;;;;;;;;;True
2055;7831;011-10012;1500C;Yusen Logistics;2016-08-31 08:00:00;;;;;;;;;;;;True
2056;7831;011-10012;1500C;Yusen Logistics;2016-08-31 08:00:00;;;;;;;;;;;;True
2057;7832;999-10002;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2058;7832;999-10001;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2059;7832;999-10009;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2060;7832;999-10008;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2061;7832;999-10007;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2062;7832;999-10006;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2063;7832;999-10005;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2064;7832;999-10004;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2065;7832;999-10003;Prototype;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2066;7832;000-10296;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2067;7832;000-10292;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2068;7832;000-10263;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2069;7832;000-10275;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2070;7832;000-10338;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2071;7832;000-10508;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2072;7832;002-10001;770CRT;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2073;7832;000-10441;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2074;7832;000-10203;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2075;7832;000-10206;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2076;7832;000-10656;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2077;7832;000-10660;770C;Bischof;2016-08-29 14:00:00;;;;;;;;;;;2016-08-29 16:00:00;True
2078;7833;011-10076;1500C;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2079;7833;011-10076;1500C;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2080;7833;000-10333;770C;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2081;7833;000-10333;770C;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2082;7838;012-10004;1500CRT;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2083;7838;012-10004;1500CRT;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2084;7838;002-10010;770CRT;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2085;7838;002-10010;770CRT;Bischof;2016-08-30 10:00:00;;;;;;;;;;;;True
2086;7841;011-10008;1500C;Yusen Logistics;2016-08-24 10:00:00;;;;;;;;;;;;True
2087;7841;011-10008;1500C;Yusen Logistics;2016-08-24 10:00:00;;;;;;;;;;;;True
2088;7846;011-10084;1500C;Jet Trans Innsbruck;2016-07-09 11:00:00;;;;;;;;;;;;True
2089;7846;011-10084;1500C;Jet Trans Innsbruck;2016-07-09 11:00:00;;;;;;;;;;;;True
2090;7846;011-10085;1500C;Jet Trans Innsbruck;2016-07-09 11:00:00;;;;;;;;;;;;True
2091;7846;011-10085;1500C;Jet Trans Innsbruck;2016-07-09 11:00:00;;;;;;;;;;;;True
2092;7849;000-10290;770C;Jet Trans Innsbruck;2016-06-09 10:00:00;;;;;;;;;;;2016-07-09 08:00:00;True
2093;7849;000-10221;770C;Jet Trans Innsbruck;2016-06-09 10:00:00;;;;;;;;;;;2016-07-09 08:00:00;True
2094;7850;000-10343;770C;Jet Trans Innsbruck;2016-08-09 10:00:00;;;;;;;;;;;2016-12-08 22:00:00;True
2095;7850;011-10054;1500C;Jet Trans Innsbruck;2016-08-09 10:00:00;;;;;;;;;;;2016-12-08 22:00:00;True
2096;7853;012-10011;1500CRT;Courier Factory;2016-07-09 14:00:00;;;;;;;;;;;2016-08-09 08:00:00;True
2097;7853;002-10011;770CRT;Courier Factory;2016-07-09 14:00:00;;;;;;;;;;;2016-08-09 08:00:00;True
2098;7854;011-10076;1500C;Courier Factory;2016-08-09 10:00:00;;;;;;;;;;;2016-09-09 08:00:00;True
2099;7854;000-10333;770C;Courier Factory;2016-08-09 10:00:00;;;;;;;;;;;2016-09-09 08:00:00;True
2100;7856;012-10007;1500CRT;Courier Factory;2016-06-09 15:00:00;;;;;;;;;;;;True
2101;7856;012-10007;1500CRT;Courier Factory;2016-06-09 15:00:00;;;;;;;;;;;;True
2102;7856;012-10008;1500CRT;Courier Factory;2016-06-09 15:00:00;;;;;;;;;;;;True
2103;7856;012-10008;1500CRT;Courier Factory;2016-06-09 15:00:00;;;;;;;;;;;;True
2104;7858;012-10007;1500CRT;1524;2016-07-09 13:00:00;;;;;;;;;;;2016-09-09 12:00:00;True
2105;7858;012-10008;1500CRT;1524;2016-07-09 13:00:00;;;;;;;;;;;2016-09-09 12:00:00;True
2106;7859;012-10007;1500CRT;ACL;2016-10-09 10:00:00;;;;;;;;;;;2016-09-13 00:00:00;True
2107;7859;012-10008;1500CRT;ACL;2016-10-09 10:00:00;;;;;;;;;;;2016-09-13 00:00:00;True
2108;7861;000-10657;770C;Yusen Logistics;2016-07-09 10:00:00;;;;;;;;;;;;True
2109;7861;000-10657;770C;Yusen Logistics;2016-07-09 10:00:00;;;;;;;;;;;;True
2110;7864;000-10444;770C;Courier Factory;2016-09-14 08:00:00;;;;;;;;;;;;True
2111;7864;000-10444;770C;Courier Factory;2016-09-14 08:00:00;;;;;;;;;;;;True
2112;7867;012-10006;1500CRT;Courier Factory;2016-09-15 11:00:00;;;;;;;;;;;;True
2113;7867;012-10006;1500CRT;Courier Factory;2016-09-15 11:00:00;;;;;;;;;;;;True
2114;7867;012-10009;1500CRT;Courier Factory;2016-09-15 11:00:00;;;;;;;;;;;;True
2115;7867;012-10009;1500CRT;Courier Factory;2016-09-15 11:00:00;;;;;;;;;;;;True
2116;7869;000-10286;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2117;7869;000-10286;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2118;7869;000-10285;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2119;7869;000-10285;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2120;7869;000-10264;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2121;7869;000-10264;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2122;7869;000-10273;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2123;7869;000-10273;770C;Jet Trans Innsbruck;2016-08-09 18:00:00;;;;;;;;;;;;True
2124;7871;000-10286;770C;Jet Trans Innsbruck;2016-09-09 14:00:00;;;;;;;;;;;2016-12-09 04:30:00;True
2125;7871;000-10285;770C;Jet Trans Innsbruck;2016-09-09 14:00:00;;;;;;;;;;;2016-12-09 04:30:00;True
2126;7871;000-10264;770C;Jet Trans Innsbruck;2016-09-09 14:00:00;;;;;;;;;;;2016-12-09 04:30:00;True
2127;7871;000-10273;770C;Jet Trans Innsbruck;2016-09-09 14:00:00;;;;;;;;;;;2016-12-09 04:30:00;True
2128;7873;000-10341;770C;Gebrüder Weiss;2016-08-09 08:00:00;;;;;;;;;;;;True
2129;7873;000-10339;770C;Gebrüder Weiss;2016-08-09 08:00:00;;;;;;;;;;;;True
2130;7876;012-10002;1500CRT;L4P Logistics4Pharma;2016-05-09 00:00:00;;;;;;;;;;;2016-06-08 23:00:00;True
2131;7877;012-10002;1500CRT;Nippon Express;2016-06-09 01:00:00;;;;;;;;;;;2016-06-09 09:00:00;True
2132;7879;000-10283;770C;1524;2016-06-09 10:00:00;;;;;;;;;;;;True
2133;7880;000-10657;770C;Jet Trans Innsbruck;2016-09-09 09:00:00;;;;;;;;;;;;True
2134;7883;012-10006;1500CRT;L4P Logistics4Pharma;2016-09-16 18:00:00;;;;;;;;;;;;True
2135;7883;012-10009;1500CRT;L4P Logistics4Pharma;2016-09-16 18:00:00;;;;;;;;;;;;True
2136;7885;011-10087;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2137;7885;011-10087;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2138;7885;011-10081;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2139;7885;011-10081;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2140;7885;011-10080;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2141;7885;011-10080;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2142;7885;011-10082;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2143;7885;011-10082;1500C;Bischof;2016-09-19 05:00:00;;;;;;;;;;;;True
2144;7886;011-10086;1500C;Jet Trans Innsbruck;2016-08-09 10:00:00;;;;;;;;;;;2016-09-13 06:00:00;True
2145;7888;000-10267;770C;Base Logistica Ultramarina;2016-09-15 10:00:00;;;;;;;;;;;;True
2146;7888;000-10267;770C;Base Logistica Ultramarina;2016-09-15 10:00:00;;;;;;;;;;;;True
2147;7888;000-10215;770C;Base Logistica Ultramarina;2016-09-15 10:00:00;;;;;;;;;;;;True
2148;7888;000-10215;770C;Base Logistica Ultramarina;2016-09-15 10:00:00;;;;;;;;;;;;True
2149;7889;011-10088;1500C;Jet Trans Innsbruck;2016-12-09 17:00:00;;;;;;;;;;;;True
2150;7892;000-10343;770C;Jet Trans Innsbruck;2016-09-14 15:00:00;;;;;;;;;;;;True
2151;7892;011-10054;1500C;Jet Trans Innsbruck;2016-09-14 15:00:00;;;;;;;;;;;;True
2152;7893;000-10444;770C;Courier Factory;2016-09-14 20:00:00;;;;;;;;;;;2016-09-16 08:00:00;True
2153;7894;011-10083;1500C;Courier Factory;2016-09-16 10:00:00;;;;;;;;;;;2016-09-16 18:00:00;True
2154;7895;011-10083;1500C;Courier Factory;2016-09-16 22:00:00;;;;;;;;;;;;True
2155;7895;011-10083;1500C;Courier Factory;2016-09-16 22:00:00;;;;;;;;;;;;True
2156;7897;011-10084;1500C;Jet Trans Innsbruck;2016-09-16 12:00:00;;;;;;;;;;;2016-09-16 14:00:00;True
2157;7900;011-10064;1500C;Bischof;2016-09-20 12:00:00;;;;;;;;;;;;True
2158;7900;011-10064;1500C;Bischof;2016-09-20 12:00:00;;;;;;;;;;;;True
2159;7903;011-10064;1500C;Jet Trans Innsbruck;2016-09-21 10:00:00;;;;;;;;;;;2016-09-22 14:00:00;True
2160;7904;012-10015;1500CRT;Airpharm SA;2016-09-22 10:00:00;;;;;;;;;;;2016-09-23 06:00:00;True
2161;7904;012-10014;1500CRT;Airpharm SA;2016-09-22 10:00:00;;;;;;;;;;;2016-09-23 06:00:00;True
2162;7904;012-10012;1500CRT;Airpharm SA;2016-09-22 10:00:00;;;;;;;;;;;2016-09-23 06:00:00;True
2163;7904;012-10013;1500CRT;Airpharm SA;2016-09-22 10:00:00;;;;;;;;;;;2016-09-23 06:00:00;True
2164;7907;011-10069;1500C;Courier Factory;2016-09-22 10:00:00;;;;;;;;;;;2016-09-23 08:00:00;True
2165;7911;000-10343;770C;Bischof;2016-09-21 10:00:00;;;;;;;;;;;2016-09-22 08:00:00;True
2166;7911;011-10054;1500C;Bischof;2016-09-21 10:00:00;;;;;;;;;;;2016-09-22 08:00:00;True
2167;7912;011-10069;1500C;Courier Factory;2016-09-27 10:00:00;;;;;;;;;;;2016-09-28 08:00:00;True
2168;7913;012-10002;1500CRT;Jet Trans Innsbruck;2016-09-28 10:00:00;;;;;;;;;;;;True
2169;7915;000-10283;770C;Jet Trans Innsbruck;2016-09-09 14:00:00;;;;;;;;;;;;True
2170;7916;000-10286;770C;Kanishk International;2016-09-16 10:00:00;;;;;;;;;;;2016-09-21 04:30:00;True
2171;7916;000-10285;770C;Kanishk International;2016-09-16 10:00:00;;;;;;;;;;;2016-09-21 04:30:00;True
2172;7916;000-10264;770C;Kanishk International;2016-09-16 10:00:00;;;;;;;;;;;2016-09-21 04:30:00;True
2173;7916;000-10273;770C;Kanishk International;2016-09-16 10:00:00;;;;;;;;;;;2016-09-21 04:30:00;True
2174;7917;000-10286;770C;Kuehne + Nagel;2016-09-21 14:30:00;;;;;;;;;;;2016-09-27 08:00:00;True
2175;7917;000-10285;770C;Kuehne + Nagel;2016-09-21 14:30:00;;;;;;;;;;;2016-09-27 08:00:00;True
2176;7917;000-10264;770C;Kuehne + Nagel;2016-09-21 14:30:00;;;;;;;;;;;2016-09-27 08:00:00;True
2177;7917;000-10273;770C;Kuehne + Nagel;2016-09-21 14:30:00;;;;;;;;;;;2016-09-27 08:00:00;True
2178;7918;000-10286;770C;Jet Trans Innsbruck;2016-09-27 18:00:00;;;;;;;;;;;;True
2179;7918;000-10285;770C;Jet Trans Innsbruck;2016-09-27 18:00:00;;;;;;;;;;;;True
2180;7918;000-10264;770C;Jet Trans Innsbruck;2016-09-27 18:00:00;;;;;;;;;;;;True
2181;7918;000-10273;770C;Jet Trans Innsbruck;2016-09-27 18:00:00;;;;;;;;;;;;True
2182;7921;000-10657;770C;Jet Trans Innsbruck;2016-09-15 10:00:00;;;;;;;;;;;;True
2183;7923;012-10006;1500CRT;Jet Trans Innsbruck;2016-09-26 10:00:00;;;;;;;;;;;;True
2184;7923;012-10009;1500CRT;Jet Trans Innsbruck;2016-09-26 10:00:00;;;;;;;;;;;;True
2185;7925;012-10004;1500CRT;Courier Factory;2016-09-22 16:00:00;;;;;;;;;;;;True
2186;7925;012-10004;1500CRT;Courier Factory;2016-09-22 16:00:00;;;;;;;;;;;;True
2187;7925;012-10001;1500CRT;Courier Factory;2016-09-22 16:00:00;;;;;;;;;;;;True
2188;7925;012-10001;1500CRT;Courier Factory;2016-09-22 16:00:00;;;;;;;;;;;;True
2189;7927;012-10004;1500CRT;1524;2016-09-23 18:00:00;;;;;;;;;;;2016-09-26 07:00:00;True
2190;7927;012-10001;1500CRT;1524;2016-09-23 18:00:00;;;;;;;;;;;2016-09-26 07:00:00;True
2191;7928;012-10004;1500CRT;1524;2016-09-27 10:00:00;;;;;;;;;;;;True
2192;7928;012-10001;1500CRT;1524;2016-09-27 10:00:00;;;;;;;;;;;;True
2193;7930;011-10086;1500C;Jet Trans Innsbruck;2016-09-22 16:00:00;;;;;;;;;;;;True
2194;7931;011-10012;1500C;Jet Trans Innsbruck;2016-09-28 18:00:00;;;;;;;;;;;;True
2195;7932;000-10266;770C;Bischof;2016-09-29 08:00:00;;;;;;;;;;;;True
2196;7932;000-10266;770C;Bischof;2016-09-29 08:00:00;;;;;;;;;;;;True
2197;7938;012-10007;1500CRT;ACL;2016-09-27 10:00:00;;;;;;;;;;;;True
2198;7938;012-10007;1500CRT;ACL;2016-09-27 10:00:00;;;;;;;;;;;;True
2199;7939;011-10028;1500C;Airpharm SA;2016-09-28 10:00:00;;;;;;;;;;;2016-09-29 08:00:00;True
2200;7940;012-10011;1500CRT;Courier Factory;2016-04-10 08:00:00;;;;;;;;;;;;True
2201;7940;024-10002;5BT;Courier Factory;2016-04-10 08:00:00;;;;;;;;;;;;True
2202;7940;024-10002;5BT;Courier Factory;2016-04-10 08:00:00;;;;;;;;;;;;True
2203;7940;002-10011;770CRT;Courier Factory;2016-04-10 08:00:00;;;;;;;;;;;;True
2204;7944;000-10227;770C;Bischof;2016-03-10 10:00:00;;;;;;;;;;;;True
2205;7944;000-10227;770C;Bischof;2016-03-10 10:00:00;;;;;;;;;;;;True
2206;7946;000-10266;770C;1524;2016-09-30 17:00:00;;;;;;;;;;;;True
2207;7949;011-10012;1500C;Airpharm SA;2016-04-10 09:00:00;;;;;;;;;;;;True
2208;7961;012-10003;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2209;7961;012-10003;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2210;7961;012-10009;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2211;7961;012-10009;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2212;7961;012-10000;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2213;7961;012-10000;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2214;7961;012-10015;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2215;7961;012-10015;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2216;7961;012-10014;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2217;7961;012-10014;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2218;7961;012-10012;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2219;7961;012-10012;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2220;7961;012-10013;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2221;7961;012-10013;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2222;7961;012-10011;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2223;7961;012-10011;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2224;7962;012-10005;1500CRT;ACL;2016-04-10 10:00:00;;;;;;;;;;;2016-06-10 10:00:00;True
2225;7962;012-10008;1500CRT;ACL;2016-04-10 10:00:00;;;;;;;;;;;2016-06-10 10:00:00;True
2226;7964;011-10045;1500C;Courier Factory;2016-07-10 08:00:00;;;;;;;;;;;2016-07-10 11:00:00;True
2227;7965;011-10079;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2228;7965;011-10078;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2229;7965;011-10077;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2230;7965;011-10076;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2231;7965;011-10075;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2232;7965;011-10074;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2233;7965;011-10073;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2234;7965;011-10072;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2235;7965;011-10071;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2236;7965;011-10070;1500C;Bischof;2016-10-10 08:00:00;;;;;;;;;;;2016-10-10 10:00:00;True
2237;7966;011-10085;1500C;Bischof;2016-09-16 10:00:00;;;;;;;;;;;2016-09-16 10:00:00;True
2238;7968;012-10004;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2239;7968;012-10004;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2240;7968;012-10006;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2241;7968;012-10006;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2242;7968;012-10007;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2243;7968;012-10007;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2244;7968;012-10002;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2245;7968;012-10002;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2246;7968;012-10001;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2247;7968;012-10001;1500CRT;SkyCell AG;2016-11-10 10:00:00;;;;;;;;;;;;True
2248;7970;000-10227;770C;1524;2016-04-10 14:00:00;;;;;;;;;;;2016-06-10 10:00:00;True
2249;7972;000-10227;770C;Ocasa;2016-07-10 10:00:00;;;;;;;;;;;2016-07-10 16:00:00;True
2250;7974;002-10002;770CRT;Courier Factory;2016-03-10 10:00:00;;;;;;;;;;;2016-03-10 12:00:00;True
2251;7975;002-10002;770CRT;Airpharm SA;2016-04-10 10:00:00;;;;;;;;;;;2016-07-10 10:00:00;True
2252;7978;002-10002;770CRT;ACL;2016-10-10 15:00:00;;;;;;;;;;;2016-10-14 10:00:00;True
2253;7980;000-10266;770C;;2016-11-10 18:00:00;;;;;;;;;;;;True
2254;7982;000-10229;770C;Courier Factory;2016-10-14 14:00:00;;;;;;;;;;;;True
2255;7984;012-10022;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2256;7984;012-10022;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2257;7984;012-10018;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2258;7984;012-10018;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2259;7984;012-10017;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2260;7984;012-10017;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2261;7984;012-10016;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2262;7984;012-10016;1500CRT;Courier Factory;2016-10-14 12:00:00;;;;;;;;;;;;True
2263;7986;012-10025;1500CRT;Airpharm SA;2016-10-14 10:00:00;;;;;;;;;;;2016-10-14 14:00:00;True
2264;7986;012-10023;1500CRT;Airpharm SA;2016-10-14 10:00:00;;;;;;;;;;;2016-10-14 14:00:00;True
2265;7986;012-10020;1500CRT;Airpharm SA;2016-10-14 10:00:00;;;;;;;;;;;2016-10-14 14:00:00;True
2266;7986;012-10019;1500CRT;Airpharm SA;2016-10-14 10:00:00;;;;;;;;;;;2016-10-14 14:00:00;True
2267;7986;012-10024;1500CRT;Airpharm SA;2016-10-14 10:00:00;;;;;;;;;;;2016-10-14 14:00:00;True
2268;7986;012-10021;1500CRT;Airpharm SA;2016-10-14 10:00:00;;;;;;;;;;;2016-10-14 14:00:00;True
2269;7988;011-10045;1500C;Courier Factory;2016-07-10 19:00:00;;;;;;;;;;;2016-10-10 08:00:00;True
2270;7989;012-10010;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2271;7989;012-10010;1500CRT;ACL;2016-06-10 10:00:00;;;;;;;;;;;;True
2272;7992;024-10002;5BT;SkyCell AG;2016-07-10 10:00:00;;;;;;;;;;;2016-10-09 22:00:00;True
2273;7993;011-10095;1500C;Airpharm SA;2016-10-13 10:00:00;;;;;;;;;;;2016-10-14 08:00:00;True
2274;7994;000-10444;770C;Courier Factory;2016-10-18 14:00:00;;;;;;;;;;;2016-10-19 07:00:00;True
2275;7994;011-10039;1500C;Courier Factory;2016-10-18 14:00:00;;;;;;;;;;;2016-10-19 07:00:00;True
2276;7996;012-10010;1500CRT;1524;2016-10-19 10:00:00;;;;;;;;;;;2016-10-21 08:00:00;True
2277;7997;012-10010;1500CRT;Jet Trans Innsbruck;2016-10-24 15:00:00;;;;;;;;;;;;True
2278;7998;000-10229;770C;1524;2016-10-18 10:00:00;;;;;;;;;;;;True
